oem,model,battery_charging,platform_cpu,platform_gpu,body_sim,network_technology,display_type,main_camera_video,selfie_camera_video,body_weight,display_resolution,display_size,sound_3.5mm_jack,platform_os,platform_chipset,misc_price,memory,ram,removability,battery_capacity
LG,G7 One,18,8,Adreno 540,Single-Sim,LTE,IPS LCD,2160p,1080p,156,1440 x 3120 ,6.1,Yes,Android,Qualcomm MSM8998 Snapdragon 835,500,32,4,Non-removable,3000
LG,Q8,18,8,Adreno 506,Single-Sim,LTE,IPS LCD,1080p,1080p,172,1080 x 2160 ,6.2,Yes,Android,Qualcomm SDM450 Snapdragon 450,420,64,4,Non-removable,3300
LG,Q Stylo 4,10,8,Adreno 506,Nano-Sim,LTE,IPS LCD,1080p,,172,1080 x 2160 ,6.2,Yes,Android,Qualcomm SDM450 Snapdragon 450,250,32,2,Non-removable,3300
LG,Q Stylus,10,8,Mali-T860,Single-Sim,LTE,IPS LCD,1080p,,171,1080 x 2160 ,6.2,Yes,Android,Mediatek MT6750,300,64,4,Non-removable,3300
LG,V35 ThinQ,18,8,Adreno 630,Nano-Sim,LTE,P-OLED,2160p,1080p,157,1440 x 2880 ,6,Yes,Android,Qualcomm SDM845 Snapdragon 845,700,128,6,Non-removable,3300
LG,Q7,15,8,Mali-T860,Single-Sim,LTE,IPS LCD,1080p,1080p,145,1080 x 2160 ,5.5,Yes,Android,Mediatek MT6750S,180,64,4,Non-removable,3000
LG,G7 ThinQ,18,8,Adreno 630,Single-Sim,LTE,IPS LCD,2160p,1080p,162,1440 x 3120 ,6.1,Yes,Android,Qualcomm SDM845 Snapdragon 845,410,128,6,Non-removable,3000
LG,V30S ThinQ,18,8,Adreno 540,Single-Sim,LTE,P-OLED,2160p,1080p,158,1440 x 2880 ,6,Yes,Android,Qualcomm MSM8998 Snapdragon 835,650,256,6,Non-removable,3300
LG,V30,18,8,Adreno 540,Single-Sim,LTE,P-OLED,2160p,1080p,158,1440 x 2880 ,6,Yes,Android,Qualcomm MSM8998 Snapdragon 835,420,128,4,Non-removable,3300
LG,Q6,,8,Adreno 505,Single-Sim,LTE,IPS LCD,1080p,,149,1080 x 2160 ,5.5,Yes,Android,Qualcomm MSM8940 Snapdragon 435,150,64,4,Non-removable,3000
LG,G6,18,4,Adreno 530,Single-Sim,LTE,IPS LCD,2160p,1080p,163,1440 x 2880 ,5.7,Yes,Android,Qualcomm MSM8996 Snapdragon 821,270,32,4,Non-removable,3300
LG,X power2,18,8,Mali-T860,Single-Sim,LTE,IPS LCD,1080p,,164,720 x 1280 ,5.5,Yes,Android,Mediatek MT6750,180,16,2,Non-removable,4500
LG,Stylo 3 Plus,,8,Adreno 505,Nano-Sim,LTE,IPS LCD,1080p,,150,1080 x 1920 ,5.7,Yes,Android,Qualcomm MSM8940 Snapdragon 435,260,32,2,Removable,3080
LG,Stylus 3,,8,Mali-T860,Single-Sim,LTE,IPS LCD,1080p,,149,720 x 1280 ,5.7,Yes,Android,Mediatek MT6750,200,16,3,Removable,3200
LG,V20,18,4,Adreno 530,Single-Sim,LTE,IPS LCD,2160p,,174,1440 x 2560 ,5.7,Yes,Android,Qualcomm MSM8996 Snapdragon 820,350,32,4,Removable,3200
LG,X5,,4,,Micro-Sim,LTE,IPS LCD,1080p,1080p,133,720 x 1280 ,5.5,Yes,Android,NULL,160,16,2,Removable,2800
LG,X max,,4,Mali-T720,Nano-Sim,LTE,IPS LCD,1080p,,133,720 x 1280 ,5.5,Yes,Android,Mediatek MT6735,200,16,2,Removable,2800
LG,X mach,,6,Adreno 418,Single-Sim,LTE,IPS LCD,2160p,1080p,150,1440 x 2560 ,5.5,Yes,Android,Qualcomm MSM8992 Snapdragon 808,240,32,3,Removable,3000
LG,Stylus 2 Plus,,8,Adreno 505,Single-Sim,LTE,IPS LCD,1080p,,146,1080 x 1920 ,5.7,Yes,Android,Qualcomm MSM8937 Snapdragon 430,180,16,2,Removable,2900
LG,Stylo 2,,4,Adreno 306,Nano-Sim,LTE,IPS LCD,1080p,1080p,144.6,720 x 1280 ,5.7,Yes,Android,Qualcomm MSM8916 Snapdragon 410,150,16,2,Removable,3000
LG,Stylus 2,,4,Adreno 306,Single-Sim,LTE,IPS LCD,1080p,,145,720 x 1280 ,5.7,Yes,Android,Qualcomm MSM8916 Snapdragon 410,170,16,2,Removable,3000
LG,Ray,,8,Mali-450,Single-Sim,HSPA,IPS LCD,1080p,,158,720 x 1280 ,5.5,Yes,Android,Mediatek MT6592M,190,16,1,Removable,3000
LG,G Vista 2,,8,Adreno 405,Micro-Sim,LTE,IPS LCD,1080p,,169.8,1080 x 1920 ,5.7,Yes,Android,Qualcomm MSM8952 Snapdragon 617,190,16,2,Removable,3000
LG,V10,18,6,Adreno 418,Single-Sim,LTE,IPS LCD,2160p,1080p,192,1440 x 2560 ,5.7,Yes,Android,Qualcomm MSM8992 Snapdragon 808,250,32,4,Removable,3000
LG,G4 Dual,18,6,Adreno 418,Dual-Sim,LTE,IPS LCD,2160p,1080p,155,1440 x 2560 ,5.5,Yes,Android,Qualcomm MSM8992 Snapdragon 808,280,32,3,Removable,3000
LG,G4,18,6,Adreno 418,Micro-Sim,LTE,IPS LCD,2160p,1080p,155,1440 x 2560 ,5.5,Yes,Android,Qualcomm MSM8992 Snapdragon 808,300,32,3,Removable,3000
LG,G Stylo,,4,Adreno 306,Micro-Sim,LTE,IPS LCD,1080p,1080p,165.9,720 x 1280 ,5.7,Yes,Android,Qualcomm MSM8916 Snapdragon 410,180,8,1,Removable,3000
LG,G4 Stylus,,4,Adreno 306,Micro-Sim,LTE,IPS LCD,1080p,,163,720 x 1280 ,5.7,Yes,Android,Qualcomm MSM8916 Snapdragon 410,250,8,1,Removable,3000
LG,G Flex2,18,8,Adreno 430,Micro-Sim,LTE,Curved P-OLED,2160p,1080p,152,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8994 Snapdragon 810,270,16,2,Non-removable,3000
LG,G3 Dual-LTE,,4,Adreno 330,Dual-Sim,LTE,True HD-IPS + LCD,2160p,1080p,149,1440 x 2560 ,5.5,Yes,Android,Qualcomm MSM8975AC Snapdragon 801,250,32,3,Removable,3000
LG,G3 Screen,,8,,Micro-Sim,LTE,IPS LCD,1080p,1080p,182,1080 x 1920 ,5.9,Yes,Android,LG Nuclun,250,32,2,Removable,3000
LG,G3 Stylus,,4,Mali-400,Dual-Sim,HSPA,IPS LCD,1080p,,163,540 x 960 ,5.5,Yes,Android,Mediatek MT6582,240,8,1,Removable,3000
LG,G Vista,,4,Adreno 305,Micro-Sim,LTE,IPS LCD,1080p,,167,720 x 1280 ,5.7,Yes,Android,Qualcomm Snapdragon 400,270,8,2,Removable,3200
LG,G Vista (CDMA),,4,,Micro-Sim,LTE,"Capacitive touchscreen, 16M colors",1080p,,168.1,720 x 1280 ,5.7,Yes,Android,NULL,300,8,2,Removable,3200
LG,G3 LTE-A,,4,Adreno 420,Micro-Sim,LTE,True HD-IPS + LCD,2160p,1080p,154,1440 x 2560 ,5.5,Yes,Android,Qualcomm APQ8084 Snapdragon 805,330,32,3,Removable,3000
LG,G3 (CDMA),,4,Adreno 330,Micro-Sim,LTE,True HD-IPS + LCD,2160p,1080p,149.7,1440 x 2560 ,5.5,Yes,Android,Qualcomm MSM8975AC Snapdragon 801,300,32,3,Removable,3000
LG,G3,,4,Adreno 330,Micro-Sim,LTE,True HD-IPS + LCD,2160p,1080p,149,1440 x 2560 ,5.5,Yes,Android,Qualcomm MSM8974AC Snapdragon 801,300,16,2,Removable,3000
LG,G Pro 2,,4,Adreno 330,Micro-Sim,LTE,True IPS+ LCD,2160p,1080p,172,1080 x 1920 ,5.9,Yes,Android,Qualcomm MSM8974 Snapdragon 800,310,16,3,Removable,3200
LG,GX F310L,,4,Adreno 320,Micro-Sim,LTE,True Full HD IPS Plus LCD,1080p,1080p,167,1080 x 1920 ,5.5,Yes,Android,Qualcomm Snapdragon 600,250,32,2,Removable,3140
LG,G Flex,,4,Adreno 330,Micro-Sim,LTE,Curved P-OLED,1080p,1080p,177,720 x 1280 ,6,Yes,Android,Qualcomm MSM8974 Snapdragon 800,360,32,2,Non-removable,3500
Motorola,Moto G7 Plus,27,8,Adreno 509,Single-Sim,LTE,LTPS IPS LCD,2160p,2160p,176,1080 x 2270 ,6.2,Yes,Android,Qualcomm SDM636 Snapdragon 636,300,64,4,Non-removable,3000
Motorola,Moto G7,15,8,Adreno 506,Single-Sim,LTE,LTPS IPS LCD,2160p,1080p,172,1080 x 2270 ,6.2,Yes,Android,Qualcomm SDM632 Snapdragon 632,250,64,4,Non-removable,3000
Motorola,Moto G7 Power,15,8,Adreno 506,Single-Sim,LTE,LTPS IPS LCD,2160p,1080p,193,720 x 1570 ,6.2,Yes,Android,Qualcomm SDM632 Snapdragon 632,210,64,4,Non-removable,5000
Motorola,Moto G7 Play,10,8,Adreno 506,Single-Sim,LTE,IPS LCD,2160p,1080p,149,720 x 1512 ,5.7,Yes,Android,Qualcomm SDM632 Snapdragon 632,150,32,2,Non-removable,3000
Motorola,One (P30 Play),15,8,Adreno 506,Single-Sim,LTE,LTPS IPS LCD,2160p,1080p,162,720 x 1520 ,5.9,Yes,Android,Qualcomm MSM8953 Snapdragon 625,220,64,4,Non-removable,3000
Motorola,One Power (P30 Note),15,8,Adreno 509,Single-Sim,LTE,LTPS IPS LCD,2160p,1080p,205,1080 x 2246 ,6.2,Yes,Android,Qualcomm SDM636 Snapdragon 636,270,64,4,Non-removable,5000
Motorola,Moto Z3,15,8,Adreno 540,Single-Sim,LTE,Super AMOLED,2160p,1080p,156,1080 x 2160 ,6.01,No,Android,Qualcomm MSM8998 Snapdragon 835,480,128,6,Non-removable,3000
Motorola,Moto Z3 Play,15,8,Adreno 509,Single-Sim,LTE,Super AMOLED,2160p,1080p,156,1080 x 2160 ,6.01,No,Android,Qualcomm SDM636 Snapdragon 636,400,128,6,Non-removable,3000
Motorola,Moto E5 Play Go,,4,Adreno 308,Nano-Sim,LTE,IPS LCD,1080p,,150,480 x 960 ,5.84,Yes,Android,Qualcomm MSM8917 Snapdragon 425,110,16,1,Removable,2100
Motorola,Moto E5 Plus,10,4,Adreno 308,Single-Sim,LTE,IPS LCD,1080p,,196.6,720 x 1440 ,6,Yes,Android,Qualcomm MSM8917 Snapdragon 425,160,32,3,Non-removable,5000
Motorola,Moto G6 Play,10,8,Adreno 505,Single-Sim,LTE,IPS LCD,1080p,1080p,175,720 x 1440 ,5.7,Yes,Android,Qualcomm MSM8937 Snapdragon 430,150,32,3,Non-removable,4000
Motorola,P30,18,8,Adreno 509,Single-Sim,LTE,IPS LCD,1080p,1080p,170,1080 x 2246 ,6.2,Yes,Android,Qualcomm SDM636 Snapdragon 636,320,64,6,Non-removable,3000
Motorola,Moto G6 Plus,15,8,Adreno 508,Single-Sim,LTE,IPS LCD,2160p,1080p,167,1080 x 2160 ,5.9,Yes,Android,Qualcomm SDM630 Snapdragon 630,260,64,4,Non-removable,3200
Motorola,Moto G6,15,8,Adreno 506,Single-Sim,LTE,IPS LCD,1080p,1080p,167,1080 x 2160 ,5.7,Yes,Android,Qualcomm SDM450 Snapdragon 450,180,64,4,Non-removable,3000
Motorola,Moto G5S Plus,15,8,Adreno 506,Single-Sim,LTE,IPS LCD,2160p,1080p,168,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8953 Snapdragon 625,160,64,4,Non-removable,3000
Motorola,Moto Z2 Force,15,8,Adreno 540,Single-Sim,LTE,P-OLED,2160p,,143,1440 x 2560 ,5.5,No,Android,Qualcomm MSM8998 Snapdragon 835,320,64,6,Non-removable,2730
Motorola,Moto E4 Plus,15,4,Mali-T720,Single-Sim,LTE,IPS LCD,720p,,198,720 x 1280 ,5.5,Yes,Android,Mediatek MT6737,110,16,3,Non-removable,5000
Motorola,Moto E4 Plus (USA),15,4,Adreno 308,Nano-Sim,LTE,IPS LCD,1080p,,181,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8920 Snapdragon 427,180,16,2,Non-removable,5000
Motorola,Moto Z2 Play,15,8,Adreno 506,Single-Sim,LTE,Super AMOLED,2160p,1080p,145,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8953-Pro Snapdragon 626,230,64,4,Non-removable,3000
Motorola,Moto M,10,8,Mali-T860,Dual-Sim,LTE,IPS LCD,1080p,,163,1080 x 1920 ,5.5,Yes,Android,Mediatek Helio P10,190,64,4,Non-removable,3050
Motorola,Moto Z Play,15,8,Adreno 506,Single-Sim,LTE,Super AMOLED,2160p,1080p,165,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8953 Snapdragon 625,220,32,3,Non-removable,3510
Motorola,Moto Z Force,15,4,Adreno 530,Nano-Sim,LTE,AMOLED,2160p,1080p,163,1440 x 2560 ,5.5,No,Android,Qualcomm MSM8996 Snapdragon 820,270,32,4,Non-removable,3500
Motorola,Moto Z,15,4,Adreno 530,Single-Sim,LTE,AMOLED,2160p,1080p,136,1440 x 2560 ,5.5,No,Android,Qualcomm MSM8996 Snapdragon 820,220,32,4,Non-removable,2600
Motorola,Moto G4 Plus,15,8,Adreno 405,Single-Sim,LTE,IPS LCD,1080p,,155,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8952 Snapdragon 617,160,64,4,Non-removable,3000
Motorola,Moto G4,15,8,Adreno 405,Single-Sim,LTE,IPS LCD,1080p,,155,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8952 Snapdragon 617,130,16,2,Non-removable,3000
Motorola,Droid Maxx 2,15,8,Adreno 405,Nano-Sim,LTE,IPS LCD,1080p,,169,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8939 Snapdragon 615,300,16,2,Non-removable,3630
Motorola,Moto X Style,15,6,Adreno 418,Nano-Sim,LTE,IPS LCD,2160p,1080p,179,1440 x 2560 ,5.7,Yes,Android,Qualcomm MSM8992 Snapdragon 808,260,16,3,Non-removable,3000
Motorola,Moto X Play Dual SIM,15,8,Adreno 405,Dual-Sim,LTE,IPS LCD,1080p,,169,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8939 Snapdragon 615,250,16,2,Non-removable,3630
Motorola,Moto X Play,15,8,Adreno 405,Nano-Sim,LTE,IPS LCD,1080p,,169,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8939 Snapdragon 615,240,16,2,Non-removable,3630
Motorola,Nexus 6,,4,Adreno 420,Nano-Sim,LTE,AMOLED,2160p,,184,1440 x 2560 ,5.96,Yes,Android,Qualcomm APQ8084 Snapdragon 805,420,32,3,Non-removable,3220
Nokia,X71,18,8,Adreno 512,Dual-Sim,LTE,IPS LCD,2160p,1080p,180,1080 x 2316 ,6.39,Yes,Android,Qualcomm SDM660 Snapdragon 660,290,128,6,Non-removable,3500
Nokia,9 PureView,18,8,Adreno 630,Single-Sim,LTE,P-OLED,2160p,2160p,172,1440 x 2880 ,5.99,No,Android,Qualcomm SDM845 Snapdragon 845,620,128,6,Non-removable,3320
Nokia,4.2,,8,Adreno 505,Dual-Sim,LTE,IPS LCD,1080p,,161,720 x 1520 ,5.71,Yes,Android,Qualcomm SDM439 Snapdragon 439,150,32,3,Non-removable,3000
Nokia,3.2,10,4,Adreno 504,Dual-Sim,LTE,IPS LCD,1080p,,181,720 x 1520 ,6.26,Yes,Android,Qualcomm SDM429 Snapdragon 429,130,32,3,Non-removable,4000
Nokia,1 Plus,,4,PowerVR GE8100,Dual-Sim,LTE,IPS LCD,720p,,138,480 x 960 ,5.45,Yes,Android,Mediatek MT6739,90,8,1,Removable,2500
Nokia,3.1 Plus,,8,PowerVR GE8320,Dual-Sim,LTE,IPS LCD,1080p,720p,180,720 x 1440 ,6,Yes,Android,Mediatek MT6762 Helio P22,150,32,3,Non-removable,3500
Nokia,6.1 Plus (Nokia X6),18,8,Adreno 509,Dual-Sim,LTE,IPS LCD,2160p,1080p,151,1080 x 2280 ,5.8,Yes,Android,Qualcomm SDM636 Snapdragon 636,250,64,4,Non-removable,3060
Nokia,5.1 Plus (Nokia X5),,8,Mali-G72,Dual-Sim,LTE,IPS LCD,1080p,,160,720 x 1520 ,5.86,Yes,Android,Mediatek MT6771 Helio P60,150,64,4,Non-removable,3060
Nokia,5.1,,8,Mali-T860,Dual-Sim,LTE,IPS LCD,1080p,,150,1080 x 2160 ,5.5,Yes,Android,MediaTek Helio P18,180,32,3,Non-removable,2970
Nokia,8 Sirocco,18,8,Adreno 540,Single-Sim,LTE,P-OLED,2160p,1080p,177,1440 x 2560 ,5.5,No,Android,Qualcomm MSM8998 Snapdragon 835,550,128,6,Non-removable,3260
Nokia,6.1,18,8,Adreno 508,Dual-Sim,LTE,IPS LCD,2160p,1080p,172,1080 x 1920 ,5.5,Yes,Android,Qualcomm SDM630 Snapdragon 630,230,32,3,Non-removable,3000
Oppo,A7n,,8,PowerVR GE8320,Dual-Sim,LTE,S-IPS LCD,1080p,,170,720 x 1520 ,6.2,Yes,Android,Mediatek MT6765 Helio P35,200,64,4,Non-removable,4230
Oppo,A5s (AX5s),,8,PowerVR GE8320,Dual-Sim,LTE,S-IPS LCD,1080p,,170,720 x 1520 ,6.2,Yes,Android,Mediatek MT6765 Helio P35,117,32,2,Non-removable,4230
Oppo,F11,20,8,Mali-G72,Dual-Sim,LTE,LTPS IPS LCD,1080p,1080p,188,1080 x 2340 ,6.53,Yes,Android,Mediatek Helio P70,250,128,6,Non-removable,4020
Oppo,F11 Pro,20,8,Mali-G72,Dual-Sim,LTE,LTPS IPS LCD,1080p,1080p,190,1080 x 2340 ,6.53,Yes,Android,Mediatek Helio P70,320,64,6,Non-removable,4000
Oppo,A7,,8,Adreno 506,Dual-Sim,LTE,IPS LCD,1080p,,168,720 x 1520 ,6.2,Yes,Android,Qualcomm SDM450 Snapdragon 450,270,32,3,Non-removable,4230
Oppo,A5,,8,Adreno 506,Dual-Sim,LTE,IPS LCD,1080p,,168,720 x 1520 ,6.2,Yes,Android,Qualcomm SDM450 Snapdragon 450,230,32,4,Non-removable,4230
Oppo,F7 Youth,,8,Mali-G72,Dual-Sim,LTE,LTPS IPS LCD,1080p,,155,1080 x 2160 ,6,Yes,Android,Mediatek MT6771 Helio P60,250,64,4,Non-removable,3410
Oppo,A3,,8,Mali-G72,Dual-Sim,LTE,LTPS IPS LCD,1080p,,159,1080 x 2280 ,6.2,Yes,Android,Mediatek MT6771 Helio P60,330,128,4,Non-removable,3400
Oppo,F7,,8,Mali-G72,Dual-Sim,LTE,LTPS IPS LCD,1080p,1080p,158,1080 x 2280 ,6.23,Yes,Android,Mediatek MT6771 Helio P60,270,64,4,Non-removable,3400
Oppo,A1,,8,Mali-G71,Dual-Sim,LTE,S-IPS LCD,1080p,,143,720 x 1440 ,5.7,Yes,Android,Mediatek MT6763T Helio P23,150,64,4,Non-removable,3180
Oppo,A83,,8,Mali-G71,Dual-Sim,LTE,IPS LCD,1080p,,143,720 x 1440 ,5.7,Yes,Android,Mediatek MT6763T Helio P23,200,64,4,Non-removable,3180
Oppo,F5 Youth,,8,Mali-G71,Dual-Sim,LTE,LTPS IPS LCD,1080p,,152,1080 x 2160 ,6,Yes,Android,Mediatek MT6763T Helio P23,280,32,3,Non-removable,3200
Oppo,F5,,8,Mali-G71,Dual-Sim,LTE,LTPS IPS LCD,1080p,,152,1080 x 2160 ,6,Yes,Android,Mediatek MT6763T Helio P23,320,64,6,Non-removable,3200
Oppo,A77,,8,Adreno 506,Dual-Sim,LTE,IPS LCD,1080p,1080p,148,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8953 Snapdragon 625,280,64,4,Non-removable,3200
Oppo,A77 (Mediatek),,8,Mali-T860,Dual-Sim,LTE,IPS LCD,1080p,1080p,153,1080 x 1920 ,5.5,Yes,Android,Mediatek MT6750T,310,64,4,Non-removable,3200
Oppo,F3,,8,Mali-T860,Dual-Sim,LTE,IPS LCD,1080p,,153,1080 x 1920 ,5.5,Yes,Android,Mediatek MT6750T,260,64,4,Non-removable,3200
Oppo,F1s,,8,Mali-T860,Dual-Sim,LTE,IPS LCD,1080p,1080p,160,720 x 1280 ,5.5,Yes,Android,Mediatek MT6755,250,64,4,Non-removable,3075
Oppo,A59,,8,Mali-T860,Dual-Sim,LTE,IPS LCD,1080p,1080p,160,720 x 1280 ,5.5,Yes,Android,Mediatek MT6750,290,32,3,Non-removable,3075
Oppo,A53,,8,Adreno 405,Dual-Sim,LTE,IPS LCD,1080p,,165,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8939v2 Snapdragon 616,200,16,2,Non-removable,3075
Realme,3,10,8,Mali-G72,Dual-Sim,LTE,IPS LCD,1080p,1080p,175,720 x 1520 ,6.22,Yes,Android,Mediatek MT6771 Helio P60,9000,64,4,Non-removable,4230
Realme,C1 (2019),,8,Adreno 506,Dual-Sim,LTE,IPS LCD,1080p,,168,720 x 1520 ,6.2,Yes,Android,Qualcomm SDM450 Snapdragon 450,7500,32,2,Non-removable,4230
Realme,C1,,8,Adreno 506,Dual-Sim,LTE,IPS LCD,1080p,,168,720 x 1520 ,6.2,Yes,Android,Qualcomm SDM450 Snapdragon 450,100,16,2,Non-removable,4230
Realme,2,,8,Adreno 506,Dual-Sim,LTE,IPS LCD,1080p,,168,720 x 1520 ,6.2,Yes,Android,Qualcomm SDM450 Snapdragon 450,120,64,4,Non-removable,4230
Realme,1,,8,Mali-G72,Dual-Sim,LTE,IPS LCD,1080p,,155,1080 x 2160 ,6,Yes,Android,Mediatek MT6771 Helio P60,130,128,6,Non-removable,3410
Samsung,Galaxy S10 5G,25,8,Mali-G76,Nano-Sim,LTE,Dynamic AMOLED,2160p,2160p,198,1440 x 3040 ,6.7,Yes,Android,Exynos 9820,630,256,8,Non-removable,4500
Samsung,Galaxy S10+,15,8,Mali-G76,Single-Sim,LTE,Dynamic AMOLED,2160p,2160p,175,1440 x 3040 ,6.4,Yes,Android,Exynos 9820,1050,1000,12,Non-removable,4100
Samsung,Galaxy S10,15,8,Mali-G76,Single-Sim,LTE,Dynamic AMOLED,2160p,2160p,157,1440 x 3040 ,6.1,Yes,Android,Exynos 9820,770,128,8,Non-removable,3400
Samsung,Galaxy S10e,15,8,Mali-G76,Single-Sim,LTE,Dynamic AMOLED,2160p,2160p,150,1080 x 2280 ,5.8,Yes,Android,Exynos 9820,680,256,8,Non-removable,3100
Samsung,Galaxy M30,15,8,Mali-G71,Dual-Sim,LTE,Super AMOLED,2160p,1080p,174,1080 x 2340 ,6.4,Yes,Android,Exynos 7904,250,128,6,Non-removable,5000
Samsung,Galaxy M20,15,8,Mali-G71,Dual-Sim,LTE,PLS TFT,1080p,1080p,186,1080 x 2340 ,6.3,Yes,Android,Exynos 7904,220,64,4,Non-removable,5000
Samsung,Galaxy M10,,8,Mali-T830,Dual-Sim,LTE,PLS TFT,1080p,1080p,163,720 x 1520 ,6.22,Yes,Android,Exynos 7870 Octa,100,32,3,Non-removable,3400
Samsung,Galaxy A80,25,8,Adreno 618,Single-Sim,LTE,Super AMOLED,2160p,2160p,220,1080 x 2400 ,6.7,No,Android,Qualcomm SDM730 Snapdragon 730,650,128,8,Non-removable,3700
Samsung,Galaxy A70,25,8,Adreno 612,Single-Sim,LTE,Super AMOLED,2160p,1080p,183,1080 x 2400 ,6.7,Yes,Android,Qualcomm SDM675 Snapdragon 675,420,128,6,Non-removable,4500
Samsung,Galaxy A60,15,8,Adreno 612,Single-Sim,LTE,Super AMOLED,1080p,1080p,168,1080 x 2340 ,6.3,Yes,Android,Qualcomm SDM675 Snapdragon 675,270,128,6,Non-removable,3500
Samsung,Galaxy A50,15,8,Mali-G72,Single-Sim,LTE,Super AMOLED,1080p,1080p,166,1080 x 2340 ,6.4,Yes,Android,Exynos 9610,350,128,6,Non-removable,4000
Samsung,Galaxy A40,15,8,Mali-G71,Single-Sim,LTE,Super AMOLED,1080p,1080p,140,1080 x 2340 ,5.9,Yes,Android,Exynos 7885,250,64,4,Non-removable,3100
Samsung,Galaxy A30,15,8,Mali-G71,Single-Sim,LTE,Super AMOLED,1080p,1080p,165,1080 x 2340 ,6.4,Yes,Android,Exynos 7904,250,64,4,Non-removable,4000
Samsung,Galaxy A20e,15,8,,Single-Sim,LTE,IPS LCD,1080p,,141,720 x 1560 ,5.8,Yes,Android,Exynos 7884,144,32,3,Non-removable,3000
Samsung,Galaxy A20,15,8,,Single-Sim,LTE,Super AMOLED,1080p,,169,720 x 1560 ,6.4,Yes,Android,Exynos 7884,200,32,3,Non-removable,4000
Samsung,Galaxy A10,,8,Mali-G71,Single-Sim,LTE,IPS LCD,1080p,,168,720 x 1520 ,6.2,Yes,Android,Exynos 7884 Octa,120,32,2,Non-removable,3400
Samsung,Galaxy A8s,18,8,Adreno 616,Single-Sim,LTE,IPS LCD,1080p,1080p,173,1080 x 2340 ,6.4,No,Android,Qualcomm SDM710 Snapdragon 710,387,128,6,Non-removable,3400
Samsung,Galaxy A6s,,8,Adreno 512,Dual-Sim,LTE,Super AMOLED,2160p,,183,1080 x 2160 ,6,Yes,Android,Qualcomm SDM660 Snapdragon 660,270,64,6,Non-removable,3300
Samsung,Galaxy A9 (2018),18,8,Adreno 512,Dual-Sim,LTE,Super AMOLED,2160p,1080p,183,1080 x 2220 ,6.3,Yes,Android,Qualcomm SDM660 Snapdragon 660,360,64,6,Non-removable,3800
Samsung,Galaxy A7 (2018),,8,Mali-G71,Single-Sim,LTE,Super AMOLED,1080p,1080p,168,1080 x 2220 ,6,Yes,Android,Exynos 7885,280,128,4,Non-removable,3300
Samsung,Galaxy Note9,15,8,Mali-G72,Single-Sim,LTE,Super AMOLED,2160p,1440p,201,1440 x 2960 ,6.4,Yes,Android,Exynos 9810,750,512,8,Non-removable,4000
Samsung,Galaxy J6+,,4,Adreno 308,Single-Sim,LTE,IPS LCD,1080p,1080p,178,720 x 1480 ,6,Yes,Android,Qualcomm MSM8917 Snapdragon 425,240,64,4,Non-removable,3300
Samsung,Galaxy J4 Core,,4,Adreno 308,Dual-Sim,LTE,IPS LCD,1080p,,177,720 x 1480 ,6,Yes,Android,Qualcomm MSM8917 Snapdragon 425,150,16,1,Non-removable,3300
Samsung,Galaxy J4+,,4,Adreno 308,Dual-Sim,LTE,IPS LCD,1080p,,178,720 x 1480 ,6,Yes,Android,Qualcomm MSM8917 Snapdragon 425,190,32,2,Non-removable,3300
Samsung,Galaxy On6,,8,Mali-T830,Dual-Sim,LTE,Super AMOLED,1080p,,154,720 x 1480 ,5.6,Yes,Android,Exynos 7870 Octa,150,64,4,Non-removable,3000
Samsung,Galaxy J7 (2018),,8,,Nano-Sim,LTE,TFT,1080p,,181,720 x 1280 ,5.5,Yes,Android,Exynos 7870 Octa,200,16,2,Non-removable,3300
Samsung,Galaxy S Light Luxury,,8,Adreno 512,Dual-Sim,LTE,Super AMOLED,2160p,1080p,150,1080 x 2220 ,5.8,Yes,Android,Qualcomm SDM660 Snapdragon 660,400,64,4,Non-removable,3000
Samsung,Galaxy J8,,8,Adreno 506,Dual-Sim,LTE,Super AMOLED,1080p,1080p,177,720 x 1480 ,6,Yes,Android,Qualcomm SDM450 Snapdragon 450,250,64,4,Non-removable,3500
Samsung,Galaxy J6,,8,Mali-T830,Dual-Sim,LTE,Super AMOLED,1080p,,154,720 x 1480 ,5.6,Yes,Android,Exynos 7870 Octa,180,64,4,Non-removable,3000
Samsung,Galaxy J4,,4,Mali-T720,Dual-Sim,LTE,Super AMOLED,1080p,,175,720 x 1280 ,5.5,Yes,Android,Exynos 7570 Quad,140,16,2,Removable,3000
Samsung,Galaxy A6+ (2018),,8,Adreno 506,Single-Sim,LTE,Super AMOLED,1080p,1080p,186,1080 x 2220 ,6,Yes,Android,Qualcomm SDM450 Snapdragon 450,280,64,4,Non-removable,3500
